Hardy,Sallebray
,"PRECIEUSE. | Bon augure, il est seul, mais las ! en peu de temps | On peut beaucoup resoudre. Est-ce luy que j’entens ? | Quoy soûpirer tout seul ? cette belle Maitresse | 1280 | Vous a quitté trop tost, c’est le mal qui vous presse. | Que vous estes confus ! vous deviés bien aussi | Luy donner rendés-vous en autre lieu qu’icy, | Et c’est un peu manquer d’adresse et de prudence, | {p. 96} | Contés-moy vos transpors, Dieux le triste silence ! | 1285 | Vous ne me dites mot, mais quelle est mon erreur ? | Peut-on garder la voix ayant perdu le cœur ? |"
,"ANDRES. | Amour, que ton pouvoir tyranise nos ames, | Et que de ton flambeau sortent d’étranges flames ! |"
,"PRECIEUSE. | Il est vray que l’Amour est un étrange Dieu, | 1290 | Il nous prend, il nous laisse, en tout temps, en tout lieu. |"
,ANDRES. | Que dans ce changement une fille est à craindre. |
,"PRECIEUSE. | Non, non, ne craignés rien, j’aurois tort de m’en plaindre. |"
,"ANDRES. | Que cette affaire, helas, est fatale à ma foy ! |"
,"PRECIEUSE. | Vous y puis-je servir ? voyés, employés-moy. |"
,"ANDRES. | 1295 | Dieu ! quelle est ta malice, ha ! sois moins soupçonneuse. | [N, 97] |"
,"PRECIEUSE. | Il le faut avouër, je suis bien mal-heureuse, | Je souffre* tout, je m’offre, et le veux consoler, | Et pour tant de bontés il me vient quereller. |"
,"ANDRES. | Pardon, tu vois mon ame encor toute agitée | 1300 | Du menaçant couroux d’une amante irritée. |"
,"PRECIEUSE. | Est-ce à moy qu’elle en veut ? j’implore, beau vainqueur, | Le pouvoir que l’Amour vous donne sur son cœur, | Sauvés-moy du danger que prepare sa rage. |"
"MÈRE DE CARDUCHE | J'implore, mes voisins, votre prompte assistance, | Contre ces boute-feus, nulle de résistance, | J'implore la justice et la requiers de vous, | 1110 | Qui devez magistrat, la rendre égale à tous. | Ces voleurs ont ravi les joyaux de ma fille, | Outre tant de butin pris sur chaque famille, | Qui se reconnaîtra leur bagage fouillé, | Et des plumes d'autrui, le troupeau dépouillé. | 1115 | Mais le moindre séjour trompe telle poursuite, | Sur le point de partir, ains de prendre la fuite. |","ANDRES. | Je suis compris aussi dans ce mortel orage, | 1305 | Mais le Ciel m’est témoin si j’ay peur que pour toy374, | Quoy que cette enragée ait vomy contre moy, | Quelques fers qu’à present me forge sa malice, | Je ne me plaindrois point d’un si proche supplice*, | Si ce mesme démon pour crestre375 mes douleurs, | {p. 98} | 1310 | Ne vouloit t’exposer à de mesmes mal-heurs* ; | Je crains que sa menace enfin ne s’effectuë, | Et c’est ce qui me trouble, et c’est qui me tuë, | Fuyons, si tu m’en crois, de ce lieu mal-heureux. |"
"ALCADE | La prudence nous doit en sorte gouverner, | Que l'on puisse saisi le canon discerner ; | Grande difficulté parmi cette canaille, | 1120 | Qui jour et nuit active à la fraude travaille, | Sait plus d'inventions, de ruses, de détours, | Que le reste du monde, et affine toujours. |","PRECIEUSE. | Fort bien, pour mieux nier vos larcins amoureux. | 1315 | Peut-on couvrir sa faute avec plus d’industrie* ? |"
"CARDUCHE | Monsieur, permettez-moi la remarque facile | Du voleur qui sautant par la fenêtre agile | 1125 | Dedans une valise a son larcin caché, | Mais son portrait demeure en mon âme attaché. |","ANDRES. | Tréve, tréve, mon cœur à cette raillerie, | L'orage dessus nous est tout prest à crever, | Et nous sommes perdus si l’on nous peut treuver376. |"
"ALCADE | Cela ne manquera ; faisons donc une enceinte | Qui puisse envelopper toute leur bande atteinte, | Demeurée au milieu de notre peuple épars, | 1130 | L'issue tellement forclose à ces renards | Qu'on recouvre la perte : ou bien, si téméraire, | Une rébellion mutine elle ose faire | Main basse, tuez tout, mon aveu suffisant | Ce meurtre général absout dès à présent. |",PRECIEUSE. | Je ne puis croire encor ce projet detestable. |
"TROUPE DE VILLAGEOIS | 1135 | Le Soleil ne peut voir de plus digne justice, | Ni le Ciel recevoir de plus doux sacrifice. | Sans doute exterminés, son ire cessera, | Ou tolérés encor, coupables on sera | D'innumérable excès commis contre nous-mêmes ; | 1140 | Tel mal extrême veut ses remèdes extrêmes. |",ANDRES. | 1320 | Helas ! nôtre mal-heur le rend trop veritable. |
"SOLDAT | Capital ennemi de leur déloyauté, | Perdre jusqu'aux enfants je ne tiens cruauté. |",PRECIEUSE. | Dieux ! que m’apprenés-vous ?377 |
"CARDUCHE | Superbe, dédaigneux, âme ingrate et maudite, | À ce coup, à ce coup ta ruine prédite | 1145 | Arrive, me vengeant de l'affront d'un refus, | Ébahi si jamais en péril tu le fus, | Peu caut Égyptien, qui passé de cautèle | Ne saurais t'esquiver à l'embûche mortelle, | Vu que ma propre main à sa merci soumit | 1150 | Trouve un rapt supposé où elle l'aura mis. |","ANDRES. | Un sanglant desespoir, | Mais fuyons j’oy du bruit. |"
"CAPITAINE ÉGIPTIEN | Comme tu nous dépeins ta Philis méprisée, | Ores d'un désespoir amoureux métrisée, | Son pouvoir en ce lieu, son animeuse ardeur, | Sa menace vomie à qui sortait du cœur, | 1155 | Maxime, que tarder davantage lui donne | Loisir d'exécuter sa vengeance félonne, | Le mal nous préviendra, fuyons vite d'ici. | Je hérisse d'effroi, qui ne craindrait aussi ? |","PRECIEUSE. | Que je crains son pouvoir ! | {p. 99} | Courons donc du depart prier le Capitaine, | Faut-il qu’à mon sujet vous ayés tant de peine ? | 1325 | O Ciel ! contre ces traits* daigne armer nôtre sein, | Ou bien fais avorter ce damnable dessein.378 |"
"ANDRES | La crainte légitime où une conscience | 1160 | Criminelle à bon droit pâlit de défiance | Ne pénètre chez-moi, qui dépite innocent | L'univers conjuré de fureur frémissant. | Qui du Ciel soutiendrai la chute inespérée, | Le déluge imprévu de Thétis colérée, | 1165 | Sans prendre l'épouvante ou m'émouvoir en rien, | La peur suit les méchants, et fuit les gens de bien. |","HIPOLITE. | Je bénis ce rencontre379 à mes yeux favorable, | J'allois vous supplier de m’estre secourable. |"
"PRÉCIEUSE | Conseillerais-tu point, ses faveurs moissonnées, | La fuite, à celle fin de couvrir vos menées ? | Hyppolite en parole, et Thésée à l'effet. | 1170 | Ô cieux ! quel bruit là-bas au village se fait ? | Une foule sur nous décoche furieuse, | Regardons d'éviter sa force injurieuse. |","LE PREVOST. | En quoy ? me voyla prest, et je me sens ravir | 1330 | Du glorieux bon-heur de vous pouvoir servir. |"
"ALCADE | Demeurez, le premier mis en défense est mort ; | Toute l'affaire gît à réparer un tort, | 1175 | À rendre les joyaux emblés à cette dame, | Qui la main contre vous de justice réclame. |","HIPOLITE. | Ces infames autheurs de mille fourberies | Me sont venus voler toutes mes pierreries, | Et je n’ay point d’espoir de recouvrer ce bien, | Que par vôtre assistance, et par vôtre moyen. | {p. 100} |"
"VIEILLE ÉGYPTIENNE | Son accusation se doit vérifier, | Et, l'accusé, du moins nous le spécifier. |","LE PREVOST. | 1335 | Il faut pour cet effet prendre le Capitaine, | Nôtre exacte recherche autrement seroit vaine. |"
"MÈRE DE CARDUCHE | Connais l'auteur du vol, ma fille. |","HIPOLITE. | Un certain entre tous d’assés bonne façon, | De tout le voisinage attire le soupçon, | On l’a veu qui rodoit fort prez de nôtre porte, | 1340 | Et les plus assurés l’ont dépeint de la sorte, | Châtain clair, un peu gréle380, et le plus haut de tous, | Qui semble le plus propre à de semblables coups, | Et dont la mine dit qu’il en a bien fait d’autres : | Faites-le moy d’abord saisir par un des vôtres, | 1345 | Apres, nous fouillerons et sa valise et luy. |"
ANDRES | Ô déloyale! | 1180 | Voici donc les éclats de ta haine brutale. |,"LE PREVOST. | Ces assés, ces voleurs rendront tout aujourd’huy. | Ne perdons point de temps, l’affaire est d’importance, | Allons, c’est icy prez, et s’ils font resistance, | Sans attendre ma voix, main basse, tués tout, | 1350 | Du meurtre general mon pouvoir vous absout.381 |"
"PRÉCIEUSE | Ha ! cher Andres, la foi que tu me veux garder, | L'aiguillon d'un serpent contre toi vient darder. |","HIPOLITE, seule. | Je te tiens arrogant, et ta perte arrestée | Va vanger mon amour lachement rejetée382, | Ma fourbe par mes mains conduite adrétement383, | (Elle tient dans sa main les joyaux, dont on l’a veuë parée.) | Prépare à ton orgueil un juste châtiment, | 1355 | Et ces joyaux tirés du fond de ta valise | Feront selon mes vœux réussir l’entreprise. |"
"CARDUCHE | Voici l'homme, voici le voleur en personne, | Nul autre du larcin que lui je ne soupçonne. |","LE CAPITAINE. | Ouy, je treuve à propos d’éviter sa fureur, | La femme en se vengeant va jusques à l’horreur, | La flame méprisée allume d’autres flames, | 1360 | Dans leurs caresses mesme il faut craindre les femmes, | C'et pourquoy que chacun se prepare au depart, | {p. 102} | Afin de déloger quand il sera plus tard, | Nous pouvons cette nuit choisir une retraite, | Et les bois en sont une assurée et secrete. |"
"ANDRES | 1185 | L'imposture messied à celle qu'indiscret, | Trois mots feront rougir dessur certain secret. |",PRECIEUSE. | 1365 | A quelle extremité vous ay-je ici reduit ? |
"CARDUCHE | Monsieur, sans s'amuser à pareille impudence, | Son bagage fouillé le met en évidence. |","ANDRES. | Ha ! mon cœur, c’est bien moy... |"
"ANDRES | Volontiers, volontiers, et lors que convaincu, | 1190 | Moi-même j'avouerai n'avoir que trop vécu, | Moi-même, de ce crime ou auteur ou complice, | Allume le bûcher accepté du supplice. |","LE CAPITAINE. | Ne faisons point de bruit, | Et ne poursuivés point cette plainte inutille, | Je m’en vay cependant faire un tour dans la ville, | Afin d’en ramener quelques-uns de nos gens. |"
"ALCADE | Vous dites bien. Voyons, la vue en fera foi. |",PRECIEUSE. | 1370 | Ainsi rien ne s’oppose à vos soins diligens*. |
"CARDUCHE | Ne fiez, s'il vous plaît, la recherche qu'à moi. |",ANDRES. | Sur nos chastes desseins mon amour se repose. |
"ALCADE | 1195 | Faites, le droit consent, partie intéressée | La perquisition vous en est relaissée. |","LA VIEILLE. | On dit bien vray, l’épine est proche de la rose384. |"
CARDUCHE | Montre quelle valise à toi seul appartient. |,LE PREVOST. | Demeurés. Le premier qui fait le moindre effort. |
ANDRES | La voici sur le dos de ce garçon qui vient. |,LA VIEILLE. | Ha bon Dieu ! qu’est cecy ? |
"PRÉCIEUSE | Ton vertueux refus, ô pauvre Andres, suggère | 1200 | Quelque damnable fraude à une autre Mégère. |","LE PREVOST. | Je le tuë, il est mort. | 1375 | Il faut restituer à cette jeune Dame | Ses joyaux qu’on a pris. |"
"CARDUCHE | Or sus, fais l'ouverture, et me renverse tout, | Qu'on puisse l'éplucher de l'un à l'autre bout : | Courage, ce carcan donne indice du reste. |",ANDRES. | L'effrontée ! |
"ANDRES | Ô perfide exécrable, à mon honneur funeste. |",PRECIEUSE. | Ha ! l’infame.385 |
CARDUCHE | 1205 | Et ces bracelets d'or tu ne confesses miens ? |,LE CAPITAINE. | Vous peut-elle preuver son accusation ? | {p. 104} |
ANDRES | Je me confesse pris en tes traîtres liens. |,LE PREVOST. | On ne connoist que trop l’autheur de l’action. |
CARDUCHE | Écoutez le brigand me cracher des injures. |,"HIPOLITE. | Ouy, voyla mon voleur. |"
"ANDRES | Juste Ciel, tu vois la fraude, et tu l'endures ! |",ANDRES. | Moy ! |
PRÉCIEUSE | Hé Dieu ! que ferons-nous ? |,"HIPOLITE. | Toy-mesme en personne, | 1380 | Toy que l’on m’a dépeint, et que chacun soupçonne. |"
"CARDUCHE | Et de butin, dernier, | 1210 | Mon diamant revient. |","ANDRES la tirant à part, et luy parlant bas. | Celle qui m’a prié m’ose-t’elle accuser ? | Craint-elle point la honte où je puis l’exposer ? |"
"ALCADE | Vite, que prisonnier | Il me soit mis aux fers. |","HIPOLITE. | Non, non, tout maintenant je veux qu’on me les rende, | Ou l’on va t’enchainer avec toute la bande, | 1385 | Voyés qu’il est rusé : Sans faire plus de bruit | Je les auray, dit-il, et devant386 qu’il soit nuit. | [O, 105] |"
"ANDRES | Oyez, juge équitable, | De telle illusion le discours véritable. |",ANDRES. | Justes Dieux souffrés-vous cette lâche imposture ? |
"SOLDAT | Scélérat effronté, voleur, double voleur, | Que cuides-tu donner au crime de couleur ? | 1215 | Ton vol se voit, se touche, ah ! ma colère échappe, | Et faut que cette joue impudente je frappe. |","HIPOLITE. | Son bagage fouillé prouve387 ma conjecture*, | Commandés qu’on l’apporte. |"
PRÉCIEUSE | Quoi ? sur le magistrat entreprendre à ses yeux ? | II n'y a plus pour nous de justice en ces lieux. |,"ANDRES. | Ouy, qu’on l’aille querir, | (Un Egiptien va querir la malle.) | 1390 | Si tout ne m’appartient je consens à périr. |"
